,alpha3_code,region,category,parameter,mode,powertrain,year,unit,value
337,BEL,Belgium,Historical,EV stock,Cars,BEV,2011,Vehicles,320.0
338,BEL,Belgium,Historical,EV sales,Cars,BEV,2011,Vehicles,280.0
339,BEL,Belgium,Historical,EV stock,Vans,BEV,2011,Vehicles,79.0
340,BEL,Belgium,Historical,EV sales,Vans,BEV,2011,Vehicles,25.0
341,BEL,Belgium,Historical,EV stock,Buses,BEV,2011,Vehicles,3.0
342,BEL,Belgium,Historical,EV stock share,Buses,EV,2011,percent,0.0189999993890523
343,BEL,Belgium,Historical,EV stock share,Buses,EV,2012,percent,0.0189999993890523
344,BEL,Belgium,Historical,EV stock,Buses,BEV,2012,Vehicles,3.0
345,BEL,Belgium,Historical,EV sales,Vans,BEV,2012,Vehicles,260.0
346,BEL,Belgium,Historical,EV stock,Vans,BEV,2012,Vehicles,330.0
347,BEL,Belgium,Historical,EV sales,Cars,BEV,2012,Vehicles,570.0
348,BEL,Belgium,Historical,EV stock share,Trucks,EV,2012,percent,0.0046999999321997
349,BEL,Belgium,Historical,EV sales,Cars,PHEV,2012,Vehicles,340.0
350,BEL,Belgium,Historical,EV stock,Cars,BEV,2012,Vehicles,830.0
351,BEL,Belgium,Historical,EV sales share,Vans,EV,2012,percent,0.52999997138977
352,BEL,Belgium,Historical,EV stock share,Vans,EV,2012,percent,0.0529999993741512
353,BEL,Belgium,Historical,EV sales share,Cars,EV,2012,percent,0.189999997615814
354,BEL,Belgium,Historical,EV stock share,Cars,EV,2012,percent,0.0219999998807907
355,BEL,Belgium,Historical,EV stock,Cars,PHEV,2012,Vehicles,350.0
356,BEL,Belgium,Historical,EV stock,Trucks,BEV,2012,Vehicles,7.0
357,BEL,Belgium,Historical,EV stock,Trucks,BEV,2013,Vehicles,7.0
358,BEL,Belgium,Historical,EV stock,Cars,PHEV,2013,Vehicles,590.0
359,BEL,Belgium,Historical,EV stock share,Cars,EV,2013,percent,0.032999999821186
360,BEL,Belgium,Historical,EV sales share,Cars,EV,2013,percent,0.11999999731779
361,BEL,Belgium,Historical,EV stock share,Vans,EV,2013,percent,0.06700000166893
362,BEL,Belgium,Historical,EV sales share,Vans,EV,2013,percent,0.219999998807907
363,BEL,Belgium,Historical,EV stock,Cars,BEV,2013,Vehicles,1200.0
364,BEL,Belgium,Historical,EV sales,Cars,PHEV,2013,Vehicles,60.0
365,BEL,Belgium,Historical,EV stock share,Trucks,EV,2013,percent,0.0048000002279877
366,BEL,Belgium,Historical,EV sales,Cars,BEV,2013,Vehicles,500.0
367,BEL,Belgium,Historical,EV stock,Vans,BEV,2013,Vehicles,430.0
368,BEL,Belgium,Historical,EV sales,Vans,BEV,2013,Vehicles,110.0
369,BEL,Belgium,Historical,EV stock,Buses,BEV,2013,Vehicles,3.0
370,BEL,Belgium,Historical,EV charging points,EV,Publicly available fast,2013,charging points,47.0
371,BEL,Belgium,Historical,EV charging points,EV,Publicly available slow,2013,charging points,330.0
372,BEL,Belgium,Historical,EV stock share,Buses,EV,2013,percent,0.0179999992251396
373,BEL,Belgium,Historical,EV sales share,Buses,EV,2014,percent,0.259999990463256
374,BEL,Belgium,Historical,EV charging points,EV,Publicly available fast,2014,charging points,55.0
375,BEL,Belgium,Historical,EV charging points,EV,Publicly available slow,2014,charging points,560.0
376,BEL,Belgium,Historical,EV stock,Buses,BEV,2014,Vehicles,7.0
377,BEL,Belgium,Historical,EV sales,Buses,BEV,2014,Vehicles,3.0
378,BEL,Belgium,Historical,EV sales,Vans,BEV,2014,Vehicles,99.0
379,BEL,Belgium,Historical,EV stock,Vans,BEV,2014,Vehicles,520.0
380,BEL,Belgium,Historical,EV stock,Buses,PHEV,2014,Vehicles,32.0
381,BEL,Belgium,Historical,EV sales,Cars,BEV,2014,Vehicles,1300.0
382,BEL,Belgium,Historical,EV stock share,Trucks,EV,2014,percent,0.0076000001281499
383,BEL,Belgium,Historical,EV sales,Cars,PHEV,2014,Vehicles,650.0
384,BEL,Belgium,Historical,EV stock,Cars,BEV,2014,Vehicles,2200.0
385,BEL,Belgium,Historical,EV sales share,Vans,EV,2014,percent,0.200000002980232
386,BEL,Belgium,Historical,EV stock share,Buses,EV,2014,percent,0.230000004172325
387,BEL,Belgium,Historical,EV stock share,Vans,EV,2014,percent,0.0790000036358833
388,BEL,Belgium,Historical,EV sales share,Cars,EV,2014,percent,0.409999996423721
389,BEL,Belgium,Historical,EV stock share,Cars,EV,2014,percent,0.06700000166893
390,BEL,Belgium,Historical,EV sales share,Trucks,EV,2014,percent,0.0120000001043081
391,BEL,Belgium,Historical,EV stock,Cars,PHEV,2014,Vehicles,1500.0
392,BEL,Belgium,Historical,EV sales,Trucks,BEV,2014,Vehicles,1.0
393,BEL,Belgium,Historical,EV stock,Trucks,BEV,2014,Vehicles,11.0
394,BEL,Belgium,Historical,EV stock,Trucks,BEV,2015,Vehicles,12.0
395,BEL,Belgium,Historical,EV stock,Cars,PHEV,2015,Vehicles,3800.0
396,BEL,Belgium,Historical,EV stock share,Cars,EV,2015,percent,0.129999995231628
397,BEL,Belgium,Historical,EV sales share,Cars,EV,2015,percent,0.769999980926513
398,BEL,Belgium,Historical,EV stock share,Vans,EV,2015,percent,0.0839999988675117
399,BEL,Belgium,Historical,EV stock share,Buses,EV,2015,percent,0.509999990463256
400,BEL,Belgium,Historical,EV sales share,Vans,EV,2015,percent,0.11999999731779
401,BEL,Belgium,Historical,EV stock,Cars,BEV,2015,Vehicles,3300.0
402,BEL,Belgium,Historical,EV sales,Cars,PHEV,2015,Vehicles,2500.0
403,BEL,Belgium,Historical,EV stock share,Trucks,EV,2015,percent,0.0083999997004866
404,BEL,Belgium,Historical,EV sales,Cars,BEV,2015,Vehicles,1400.0
405,BEL,Belgium,Historical,EV stock,Buses,PHEV,2015,Vehicles,80.0
406,BEL,Belgium,Historical,EV stock,Vans,BEV,2015,Vehicles,570.0
407,BEL,Belgium,Historical,EV sales,Vans,BEV,2015,Vehicles,68.0
408,BEL,Belgium,Historical,EV stock,Buses,BEV,2015,Vehicles,7.0
409,BEL,Belgium,Historical,EV charging points,EV,Publicly available fast,2015,charging points,77.0
410,BEL,Belgium,Historical,EV charging points,EV,Publicly available slow,2015,charging points,1300.0
411,BEL,Belgium,Historical,EV charging points,EV,Publicly available fast,2016,charging points,110.0
412,BEL,Belgium,Historical,EV charging points,EV,Publicly available slow,2016,charging points,1500.0
413,BEL,Belgium,Historical,EV stock,Buses,BEV,2016,Vehicles,7.0
414,BEL,Belgium,Historical,EV sales,Vans,BEV,2016,Vehicles,140.0
415,BEL,Belgium,Historical,EV stock,Vans,BEV,2016,Vehicles,690.0
416,BEL,Belgium,Historical,EV stock,Buses,PHEV,2016,Vehicles,110.0
417,BEL,Belgium,Historical,EV sales,Cars,BEV,2016,Vehicles,2100.0
418,BEL,Belgium,Historical,EV stock,Vans,PHEV,2016,Vehicles,1.0
419,BEL,Belgium,Historical,EV stock share,Trucks,EV,2016,percent,0.0091000003740191
420,BEL,Belgium,Historical,EV sales,Cars,PHEV,2016,Vehicles,7100.0
421,BEL,Belgium,Historical,EV stock,Cars,BEV,2016,Vehicles,5200.0
422,BEL,Belgium,Historical,EV sales share,Vans,EV,2016,percent,0.219999998807907
423,BEL,Belgium,Historical,EV stock share,Buses,EV,2016,percent,0.720000028610229
424,BEL,Belgium,Historical,EV stock share,Vans,EV,2016,percent,0.0970000028610229
425,BEL,Belgium,Historical,EV sales share,Cars,EV,2016,percent,1.70000004768371
426,BEL,Belgium,Historical,EV stock share,Cars,EV,2016,percent,0.289999991655349
427,BEL,Belgium,Historical,EV sales share,Trucks,EV,2016,percent,0.0099999997764825
428,BEL,Belgium,Historical,EV stock,Cars,PHEV,2016,Vehicles,11000.0
429,BEL,Belgium,Historical,EV sales,Trucks,BEV,2016,Vehicles,1.0
430,BEL,Belgium,Historical,EV stock,Trucks,BEV,2016,Vehicles,13.0
431,BEL,Belgium,Historical,EV stock,Trucks,BEV,2017,Vehicles,14.0
432,BEL,Belgium,Historical,EV stock,Cars,PHEV,2017,Vehicles,23000.0
433,BEL,Belgium,Historical,EV stock share,Cars,EV,2017,percent,0.52999997138977
434,BEL,Belgium,Historical,EV sales share,Cars,EV,2017,percent,2.59999990463256
435,BEL,Belgium,Historical,EV stock share,Vans,EV,2017,percent,0.109999999403953
436,BEL,Belgium,Historical,EV stock share,Buses,EV,2017,percent,0.860000014305114
437,BEL,Belgium,Historical,EV sales share,Vans,EV,2017,percent,0.170000001788139
438,BEL,Belgium,Historical,EV stock,Cars,BEV,2017,Vehicles,7500.0
439,BEL,Belgium,Historical,EV sales,Cars,PHEV,2017,Vehicles,12000.0
440,BEL,Belgium,Historical,EV stock share,Trucks,EV,2017,percent,0.0097000002861022
441,BEL,Belgium,Historical,EV stock,Vans,PHEV,2017,Vehicles,4.0
442,BEL,Belgium,Historical,EV sales,Vans,PHEV,2017,Vehicles,1.0
443,BEL,Belgium,Historical,EV sales,Cars,BEV,2017,Vehicles,2700.0
444,BEL,Belgium,Historical,EV stock,Buses,PHEV,2017,Vehicles,130.0
445,BEL,Belgium,Historical,EV sales,Buses,PHEV,2017,Vehicles,2.0
446,BEL,Belgium,Historical,EV stock,Vans,BEV,2017,Vehicles,780.0
447,BEL,Belgium,Historical,EV sales,Vans,BEV,2017,Vehicles,130.0
448,BEL,Belgium,Historical,EV stock,Buses,BEV,2017,Vehicles,10.0
449,BEL,Belgium,Historical,EV charging points,EV,Publicly available fast,2017,charging points,220.0
450,BEL,Belgium,Historical,EV charging points,EV,Publicly available slow,2017,charging points,1500.0
451,BEL,Belgium,Historical,EV sales share,Buses,EV,2017,percent,0.230000004172325
452,BEL,Belgium,Historical,EV sales share,Buses,EV,2018,percent,1.29999995231628
453,BEL,Belgium,Historical,EV charging points,EV,Publicly available fast,2018,charging points,240.0
454,BEL,Belgium,Historical,EV charging points,EV,Publicly available slow,2018,charging points,2700.0
455,BEL,Belgium,Historical,EV stock,Buses,BEV,2018,Vehicles,21.0
456,BEL,Belgium,Historical,EV sales,Buses,BEV,2018,Vehicles,14.0
457,BEL,Belgium,Historical,EV sales,Vans,BEV,2018,Vehicles,260.0
458,BEL,Belgium,Historical,EV stock,Vans,BEV,2018,Vehicles,1000.0
459,BEL,Belgium,Historical,EV stock,Buses,PHEV,2018,Vehicles,140.0
460,BEL,Belgium,Historical,EV sales,Cars,BEV,2018,Vehicles,3600.0
461,BEL,Belgium,Historical,EV sales,Vans,PHEV,2018,Vehicles,2.0
462,BEL,Belgium,Historical,EV stock,Vans,PHEV,2018,Vehicles,7.0
463,BEL,Belgium,Historical,EV stock share,Trucks,EV,2018,percent,0.0120000001043081
464,BEL,Belgium,Historical,EV sales,Cars,PHEV,2018,Vehicles,9600.0
465,BEL,Belgium,Historical,EV stock,Cars,BEV,2018,Vehicles,11000.0
466,BEL,Belgium,Historical,EV sales share,Vans,EV,2018,percent,0.340000003576278
467,BEL,Belgium,Historical,EV stock share,Buses,EV,2018,percent,1.0
468,BEL,Belgium,Historical,EV stock share,Vans,EV,2018,percent,0.129999995231628
469,BEL,Belgium,Historical,EV sales share,Cars,EV,2018,percent,2.40000009536743
470,BEL,Belgium,Historical,EV stock share,Cars,EV,2018,percent,0.75
471,BEL,Belgium,Historical,EV sales share,Trucks,EV,2018,percent,0.008899999782443
472,BEL,Belgium,Historical,EV stock,Cars,PHEV,2018,Vehicles,33000.0
473,BEL,Belgium,Historical,EV sales,Trucks,BEV,2018,Vehicles,1.0
474,BEL,Belgium,Historical,EV stock,Trucks,BEV,2018,Vehicles,17.0
475,BEL,Belgium,Historical,EV stock,Trucks,BEV,2019,Vehicles,17.0
476,BEL,Belgium,Historical,EV stock,Cars,PHEV,2019,Vehicles,41000.0
477,BEL,Belgium,Historical,EV stock share,Cars,EV,2019,percent,1.0
478,BEL,Belgium,Historical,EV sales share,Cars,EV,2019,percent,3.20000004768371
479,BEL,Belgium,Historical,EV stock share,Vans,EV,2019,percent,0.170000001788139
480,BEL,Belgium,Historical,EV stock share,Buses,EV,2019,percent,1.29999995231628
481,BEL,Belgium,Historical,EV sales share,Vans,EV,2019,percent,0.490000009536743
482,BEL,Belgium,Historical,EV stock,Cars,BEV,2019,Vehicles,19000.0
483,BEL,Belgium,Historical,EV sales,Cars,PHEV,2019,Vehicles,8900.0
484,BEL,Belgium,Historical,EV stock share,Trucks,EV,2019,percent,0.0120000001043081
485,BEL,Belgium,Historical,EV stock,Vans,PHEV,2019,Vehicles,13.0
486,BEL,Belgium,Historical,EV sales,Cars,BEV,2019,Vehicles,8800.0
487,BEL,Belgium,Historical,EV stock,Buses,PHEV,2019,Vehicles,160.0
488,BEL,Belgium,Historical,EV sales,Buses,PHEV,2019,Vehicles,11.0
489,BEL,Belgium,Historical,EV stock,Vans,BEV,2019,Vehicles,1400.0
490,BEL,Belgium,Historical,EV sales,Vans,BEV,2019,Vehicles,400.0
491,BEL,Belgium,Historical,EV sales,Buses,BEV,2019,Vehicles,37.0
492,BEL,Belgium,Historical,EV stock,Buses,BEV,2019,Vehicles,59.0
493,BEL,Belgium,Historical,EV charging points,EV,Publicly available fast,2019,charging points,360.0
494,BEL,Belgium,Historical,EV charging points,EV,Publicly available slow,2019,charging points,6100.0
495,BEL,Belgium,Historical,EV sales share,Buses,EV,2019,percent,3.70000004768371
496,BEL,Belgium,Historical,EV sales share,Buses,EV,2020,percent,7.0
497,BEL,Belgium,Historical,EV charging points,EV,Publicly available fast,2020,charging points,480.0
498,BEL,Belgium,Historical,EV charging points,EV,Publicly available slow,2020,charging points,8000.0
499,BEL,Belgium,Historical,EV stock,Buses,BEV,2020,Vehicles,75.0
500,BEL,Belgium,Historical,EV sales,Buses,BEV,2020,Vehicles,12.0
501,BEL,Belgium,Historical,EV sales,Vans,BEV,2020,Vehicles,470.0
502,BEL,Belgium,Historical,EV stock,Vans,BEV,2020,Vehicles,1800.0
503,BEL,Belgium,Historical,EV sales,Buses,PHEV,2020,Vehicles,43.0
504,BEL,Belgium,Historical,EV stock,Buses,PHEV,2020,Vehicles,200.0
505,BEL,Belgium,Historical,EV sales,Cars,BEV,2020,Vehicles,15000.0
506,BEL,Belgium,Historical,EV stock,Vans,PHEV,2020,Vehicles,50.0
507,BEL,Belgium,Historical,EV sales,Vans,PHEV,2020,Vehicles,26.0
508,BEL,Belgium,Historical,EV stock share,Trucks,EV,2020,percent,0.0130000002682209
509,BEL,Belgium,Historical,EV sales,Cars,PHEV,2020,Vehicles,32000.0
510,BEL,Belgium,Historical,EV stock,Cars,BEV,2020,Vehicles,32000.0
511,BEL,Belgium,Historical,EV sales share,Vans,EV,2020,percent,0.699999988079071
512,BEL,Belgium,Historical,EV stock share,Buses,EV,2020,percent,1.70000004768371
513,BEL,Belgium,Historical,EV stock share,Vans,EV,2020,percent,0.219999998807907
514,BEL,Belgium,Historical,EV sales share,Cars,EV,2020,percent,11.0
515,BEL,Belgium,Historical,EV stock share,Cars,EV,2020,percent,1.79999995231628
516,BEL,Belgium,Historical,EV sales share,Trucks,EV,2020,percent,0.0399999991059303
517,BEL,Belgium,Historical,EV stock,Cars,PHEV,2020,Vehicles,73000.0
518,BEL,Belgium,Historical,EV sales,Trucks,BEV,2020,Vehicles,3.0
519,BEL,Belgium,Historical,EV stock,Trucks,BEV,2020,Vehicles,19.0
520,BEL,Belgium,Historical,EV stock,Trucks,BEV,2021,Vehicles,21.0
521,BEL,Belgium,Historical,EV sales,Trucks,BEV,2021,Vehicles,3.0
522,BEL,Belgium,Historical,EV stock,Cars,PHEV,2021,Vehicles,120000.0
523,BEL,Belgium,Historical,EV sales share,Trucks,EV,2021,percent,0.0359999984502792
524,BEL,Belgium,Historical,EV stock share,Cars,EV,2021,percent,3.0
525,BEL,Belgium,Historical,EV sales share,Cars,EV,2021,percent,18.0
526,BEL,Belgium,Historical,EV stock share,Vans,EV,2021,percent,0.300000011920928
527,BEL,Belgium,Historical,EV stock share,Buses,EV,2021,percent,2.0
528,BEL,Belgium,Historical,EV sales share,Vans,EV,2021,percent,0.949999988079071
529,BEL,Belgium,Historical,EV stock,Cars,BEV,2021,Vehicles,52000.0
530,BEL,Belgium,Historical,EV sales,Cars,PHEV,2021,Vehicles,48000.0
531,BEL,Belgium,Historical,EV stock share,Trucks,EV,2021,percent,0.0140000004321336
532,BEL,Belgium,Historical,EV sales,Vans,PHEV,2021,Vehicles,39.0
533,BEL,Belgium,Historical,EV stock,Vans,PHEV,2021,Vehicles,110.0
534,BEL,Belgium,Historical,EV sales,Cars,BEV,2021,Vehicles,23000.0
535,BEL,Belgium,Historical,EV stock,Buses,PHEV,2021,Vehicles,220.0
536,BEL,Belgium,Historical,EV sales,Buses,PHEV,2021,Vehicles,22.0
537,BEL,Belgium,Historical,EV stock,Vans,BEV,2021,Vehicles,2400.0
538,BEL,Belgium,Historical,EV sales,Vans,BEV,2021,Vehicles,640.0
539,BEL,Belgium,Historical,EV sales,Buses,BEV,2021,Vehicles,220.0
540,BEL,Belgium,Historical,EV stock,Buses,BEV,2021,Vehicles,100.0
541,BEL,Belgium,Historical,EV charging points,EV,Publicly available fast,2021,charging points,790.0
542,BEL,Belgium,Historical,EV charging points,EV,Publicly available slow,2021,charging points,12000.0
543,BEL,Belgium,Historical,EV sales share,Buses,EV,2021,percent,26.0
544,BEL,Belgium,Historical,EV sales share,Buses,EV,2022,percent,11.0
545,BEL,Belgium,Historical,EV charging points,EV,Publicly available fast,2022,charging points,1100.0
546,BEL,Belgium,Historical,EV charging points,EV,Publicly available slow,2022,charging points,23000.0
547,BEL,Belgium,Historical,EV stock,Buses,BEV,2022,Vehicles,150.0
548,BEL,Belgium,Historical,EV sales,Buses,BEV,2022,Vehicles,42.0
549,BEL,Belgium,Historical,EV sales,Vans,BEV,2022,Vehicles,1800.0
550,BEL,Belgium,Historical,EV stock,Vans,BEV,2022,Vehicles,4100.0
551,BEL,Belgium,Historical,EV sales,Buses,PHEV,2022,Vehicles,25.0
552,BEL,Belgium,Historical,EV stock,Buses,PHEV,2022,Vehicles,180.0
553,BEL,Belgium,Historical,EV sales,Cars,BEV,2022,Vehicles,38000.0
554,BEL,Belgium,Historical,EV stock,Vans,PHEV,2022,Vehicles,240.0
555,BEL,Belgium,Historical,EV sales,Vans,PHEV,2022,Vehicles,98.0
556,BEL,Belgium,Historical,EV stock share,Trucks,EV,2022,percent,0.025000000372529
557,BEL,Belgium,Historical,EV sales,Cars,PHEV,2022,Vehicles,59000.0
558,BEL,Belgium,Historical,EV stock,Cars,BEV,2022,Vehicles,90000.0
559,BEL,Belgium,Historical,EV sales share,Vans,EV,2022,percent,3.40000009536743
560,BEL,Belgium,Historical,EV stock share,Buses,EV,2022,percent,2.0
561,BEL,Belgium,Historical,EV stock share,Vans,EV,2022,percent,0.5
562,BEL,Belgium,Historical,EV sales share,Cars,EV,2022,percent,26.0
563,BEL,Belgium,Historical,EV stock share,Cars,EV,2022,percent,4.5
564,BEL,Belgium,Historical,EV sales share,Trucks,EV,2022,percent,0.230000004172325
565,BEL,Belgium,Historical,EV stock,Cars,PHEV,2022,Vehicles,180000.0
566,BEL,Belgium,Historical,EV sales,Trucks,BEV,2022,Vehicles,20.0
567,BEL,Belgium,Historical,EV stock,Trucks,BEV,2022,Vehicles,37.0
568,BRA,Brazil,Historical,EV sales,Buses,BEV,2010,Vehicles,3.0
569,BRA,Brazil,Historical,EV sales share,Buses,EV,2010,percent,0.0051000001840293
570,BRA,Brazil,Historical,EV sales share,Buses,EV,2011,percent,0.0043000001460313
571,BRA,Brazil,Historical,EV sales,Buses,BEV,2011,Vehicles,3.0
572,BRA,Brazil,Historical,EV sales,Buses,BEV,2012,Vehicles,94.0
573,BRA,Brazil,Historical,EV sales,Cars,BEV,2012,Vehicles,74.0
574,BRA,Brazil,Historical,EV sales,Cars,PHEV,2012,Vehicles,18.0
575,BRA,Brazil,Historical,EV sales share,Buses,EV,2012,percent,0.159999996423721
576,BRA,Brazil,Historical,EV sales share,Cars,EV,2012,percent,0.003000000026077
577,BRA,Brazil,Historical,EV sales share,Cars,EV,2013,percent,0.0054999999701976
578,BRA,Brazil,Historical,EV sales share,Buses,EV,2013,percent,0.189999997615814
579,BRA,Brazil,Historical,EV sales,Cars,PHEV,2013,Vehicles,33.0
580,BRA,Brazil,Historical,EV sales,Cars,BEV,2013,Vehicles,130.0
581,BRA,Brazil,Historical,EV sales,Buses,BEV,2013,Vehicles,120.0
582,BRA,Brazil,Historical,EV sales,Cars,BEV,2014,Vehicles,61.0
583,BRA,Brazil,Historical,EV stock,Cars,BEV,2014,Vehicles,61.0
584,BRA,Brazil,Historical,EV sales share,Cars,EV,2014,percent,0.002199999988079
585,BRA,Brazil,Historical,EV stock share,Cars,EV,2014,percent,0.0001800000027287
586,BRA,Brazil,Historical,EV stock share,Cars,EV,2015,percent,0.0004199999966658
587,BRA,Brazil,Historical,EV sales share,Cars,EV,2015,percent,0.0041000000201165
588,BRA,Brazil,Historical,EV sales share,Buses,EV,2015,percent,0.0309999994933605
589,BRA,Brazil,Historical,EV stock,Cars,BEV,2015,Vehicles,120.0
590,BRA,Brazil,Historical,EV sales,Cars,PHEV,2015,Vehicles,28.0
591,BRA,Brazil,Historical,EV sales,Cars,BEV,2015,Vehicles,59.0
592,BRA,Brazil,Historical,EV stock,Cars,PHEV,2015,Vehicles,28.0
593,BRA,Brazil,Historical,EV sales,Buses,BEV,2015,Vehicles,13.0
